amount,hour,device_score,account_age_days,velocity_1h,ip_risk,merchant_risk,distance_km,failed_logins_24h,chargeback_history,country_mismatch_score,new_device_flag,is_fraud
96.01179979571374,4.0,15.263348567233514,16.0,1.0,54.90557707173739,46.36758995460612,25.001315578465,0.0,1.0,-1.664181037703609,1.3467879120100388,0
143.39262856698556,5.0,26.311694534967106,158.0,1.0,74.28900210247603,54.49184686414052,9.273691180581185,2.0,1.0,0.1939260256970614,-0.8604667280282912,0
32.318598794896815,15.0,74.76417982063307,183.0,12.0,100.0,7.223580750295639,133.95102020402953,0.0,2.0,2.9689911341197943,-6.683753390607508,0
159.77091528274502,7.0,65.42606405790178,121.0,3.0,48.138785112996246,0.0,15.037313374639131,5.0,0.0,-0.3399660571881,-1.3411571784069833,0
104.36388288798636,18.0,67.66987222755805,73.0,2.0,78.13461869601768,79.49659028377673,35.56262519099824,2.0,1.0,1.4703101287558407,-2.2601235219122673,0
17.05539550141767,6.0,49.44577946406551,292.0,3.0,40.57161855177313,58.24802576777023,22.5179599924273,2.0,0.0,0.4557891210286531,-3.472342988911805,0
120.65383756716417,11.0,20.29610262586945,81.0,7.0,0.0,49.680418539675685,60.475824045846316,1.0,3.0,0.3163898521578672,0.6875030048610975,0
66.9405813638167,5.0,33.56164348046694,150.0,3.0,24.71750763546647,44.87823022126074,43.94069736217129,0.0,1.0,-1.0089470879701226,2.2097730909716127,0
65.89003391440889,0.0,55.13381857624928,228.0,1.0,28.942825560592837,41.05046076933301,55.335473069370295,0.0,0.0,-1.6864577482470557,2.7301131461566235,0
40.37053617276024,4.0,55.44411671423549,217.0,1.0,20.47187221680149,26.015763753797017,29.055482474611757,1.0,0.0,0.056766689228537004,0.5732566324114551,0
22.65202166155001,14.0,65.75293301953486,130.0,0.0,0.0,12.01297464263402,51.324872198391766,1.0,2.0,-0.04885169858103544,-1.8499848680865307,0
129.96092061118378,5.0,50.940429382388146,23.0,7.0,0.0,38.15079668402018,25.493543888267308,2.0,3.0,1.3670764865195584,-1.1035540083924649,0
125.16011090631815,7.0,87.28398005237905,159.0,0.0,46.197305550185355,65.81501951322171,36.022418625618094,1.0,1.0,-0.5107818129198237,0.12396469005907891,0
102.54256392554964,2.0,45.267029715367386,80.0,3.0,61.266217467250755,86.44057729240626,5.299114283322687,1.0,1.0,-0.6391468849234581,-1.825920516382518,1
156.2568519187121,9.0,70.11846490388564,58.0,5.0,0.0,52.251178072024715,19.497328238152527,0.0,2.0,1.4450498250836232,-2.4182656612093885,0
62.16090161543546,14.0,33.967575403450354,7.0,4.0,84.01706931328448,84.68345218622369,35.236256230272424,2.0,2.0,0.0843675648706751,-1.319689208902435,0
81.67039497973026,5.0,60.934353982786035,94.0,4.0,26.460947483464935,64.75648835838098,1.1027186681935643,0.0,1.0,1.7737078980810415,-0.7555238700754335,1
55.44319195022559,3.0,8.437017348812816,160.0,10.0,100.0,68.2249761870321,91.1178881106714,2.0,2.0,1.295085103248645,-4.12532632741871,0
35.1077688748186,12.0,20.536010904798637,263.0,3.0,68.95564780348238,38.798192823547254,15.436974574371758,2.0,0.0,0.747254245087732,0.6035044988063277,0
60.54769702964468,8.0,34.506198063047016,75.0,2.0,65.30191803300319,72.57585160682277,18.543607946645217,1.0,1.0,-1.4117379443585305,2.243175295061757,0
141.7014434929352,0.0,0.0,41.0,3.0,29.166117111903855,39.915145398448146,19.514511211341496,1.0,0.0,2.5353764240652072,-5.391381010180175,0
91.10124270966462,1.0,71.27234456863887,17.0,4.0,51.319732300756364,44.60169620478524,46.28942201644493,0.0,0.0,3.4577312404781186,-5.552133947488425,0
29.26438943311002,5.0,58.317739430730725,59.0,4.0,100.0,62.866411660981285,53.43351332290671,1.0,2.0,-0.01904979416484265,0.06819494380871771,0
22.348541227235554,5.0,26.480201589230266,145.0,9.0,19.468553778246324,54.95398553297782,65.00596668515642,1.0,1.0,-2.0524218015268225,5.67130999597328,0
28.193870247866684,9.0,49.04605864411498,300.0,2.0,38.01917118639913,36.38797625688322,16.970170526010637,1.0,0.0,0.6702637509003483,-3.6485897486314505,0
165.12901309542056,20.0,41.99242698080988,149.0,2.0,17.167401576923034,41.436161666425086,16.80104628008342,1.0,1.0,1.3163430220357135,-2.759016014990958,0
23.099938568160507,11.0,50.36537805193591,60.0,2.0,64.89827968286673,66.15072119472981,17.229730708092916,1.0,0.0,0.39258172090411536,-0.27795386359203383,0
146.29551231414163,5.0,51.65605324649484,32.0,3.0,56.62690108347893,40.31129524939235,10.264567392754996,1.0,0.0,0.06890157382444362,-0.3849710700779275,0
113.32273540768628,4.0,53.356830480722856,77.0,8.0,1.358025187348531,31.04719300490746,66.08673488681191,1.0,1.0,-1.3297063777984974,2.809934567422028,0
144.52252141797214,2.0,28.3611745029277,24.0,3.0,43.38745055556438,53.70048390328221,18.249348694606844,2.0,0.0,0.38929666877889124,-0.9942610654798284,0
173.83384998812113,1.0,43.5256947210681,4.0,1.0,26.07865615555679,73.46279839972598,18.945318677504233,1.0,1.0,0.5229784929312136,-2.206674971313877,0
93.68456946270513,18.0,29.570720944877188,106.0,1.0,11.84582942311144,73.51461966888948,38.43342451858195,3.0,0.0,-0.25952048437530106,0.01356966469591354,0
96.3940291253885,2.0,63.02308037783839,406.0,1.0,100.0,36.50376718770666,79.52463872359849,3.0,3.0,-1.0312154420159279,-1.885506088553773,0
20.403459668666585,4.0,93.2019883468199,275.0,2.0,58.169227456641835,44.95550408107635,27.458768026983634,2.0,1.0,-1.211848547949798,2.3706591963909895,0
176.68358452607634,13.0,71.584142686672,47.0,4.0,45.13447205284384,48.72264426263356,29.102530966844476,1.0,0.0,-0.5797849050219941,-0.583885669324062,0
40.32874152214367,3.0,63.430586449477126,197.0,5.0,33.65185977512651,15.267352317045962,32.88053443265336,1.0,0.0,-0.7344812165021768,3.7387835537263623,0
106.54540169910733,9.0,32.20517576399047,93.0,1.0,26.98687150362064,39.06149965331565,9.085860595686718,3.0,1.0,3.224759010465915,-4.16135168496942,0
103.535484636964,4.0,42.906041942143986,217.0,2.0,0.0,43.74116382372511,41.20647541101067,1.0,0.0,0.736608452911687,-1.2951810007087132,0
19.818207798846203,10.0,42.810399812912465,434.0,7.0,100.0,87.29739323818822,114.09579575139115,1.0,3.0,-0.7073676137623335,-2.9095446131296927,0
62.46580399611496,2.0,25.805041614843923,531.0,3.0,72.13898381465685,76.16430429901763,40.58029057212036,1.0,1.0,-0.8049377865213261,-4.211451248733621,0
33.85772415786913,2.0,25.568579435007635,75.0,5.0,96.54993216385948,55.556372857419206,60.01437552370064,2.0,2.0,0.6236326645349595,-2.3009171805138844,0
25.860161807413085,5.0,69.6174689394672,39.0,4.0,28.908699477152734,0.0,53.85112587308531,1.0,1.0,-2.899988065361331,4.422303186766195,0
50.6716746790987,11.0,62.17682124891506,103.0,3.0,41.001035103193836,66.02658269286518,65.45217552669132,4.0,1.0,-3.7978363207684307,5.053224456987882,0
10.981336098854857,3.0,77.65000801209263,356.0,11.0,88.47625950077541,88.66727865278185,13.887983984711207,1.0,2.0,-1.3808817618960925,0.7606075849688799,0
128.90580295959364,12.0,48.95152824887367,262.0,9.0,98.11891135931457,97.83541546832609,88.8966852623541,0.0,1.0,0.966991019634205,-3.5523377917526173,0
66.08633846221815,2.0,37.569677066519176,88.0,3.0,92.99417927103876,42.328655860303186,22.829499592684133,1.0,0.0,-2.490833038518328,3.6207735079703522,0
11.889802885106818,13.0,47.30384471146956,200.0,2.0,100.0,32.0118033288298,25.76486753279045,2.0,1.0,-3.4721835993605357,4.486009401437012,0
194.3360889322603,19.0,29.14569911370695,113.0,1.0,93.00972570073719,50.8949670229918,48.37948136733859,0.0,1.0,1.8081093215734148,-3.833208757848153,0
39.31402026485311,1.0,41.752961301848,66.0,4.0,24.37755399549888,29.740151203517378,38.23285269362519,1.0,2.0,-1.9735085074191423,3.9629321936778696,0
89.59479827275254,0.0,45.91239407101919,266.0,1.0,22.58632698894514,89.6752797015469,64.18649275625293,1.0,1.0,-1.7165226344433635,1.9955461928823102,0
42.260842163278944,2.0,51.77562368271029,174.0,1.0,22.427781278056987,78.10507517124981,43.197426095217516,3.0,1.0,-1.196359349407124,2.315101634649825,0
71.47876661506888,7.0,51.33544467216054,16.0,1.0,77.1030138154276,36.96985803588303,41.39185892160509,1.0,0.0,2.0270970071684022,-2.7961788391969002,0
142.81397904144058,6.0,74.66749452642904,123.0,3.0,59.00266747146741,52.78187880122284,4.822726372581211,0.0,0.0,0.9833506707606163,-2.3667968079879595,0
19.58453988157134,9.0,55.18778574384262,539.0,2.0,100.0,3.856229577015938,68.60033484263235,0.0,1.0,-1.442446198054915,-2.291542091067191,0
24.339020533067902,12.0,20.86698712418141,11.0,5.0,97.16791940932318,70.73982892756527,73.12727199550044,0.0,2.0,2.0093011331005526,-3.09876535096846,0
135.88286998724945,3.0,53.12745577837938,92.0,0.0,100.0,100.0,47.96094968759602,2.0,2.0,0.6149984218881825,-2.159914693984669,0
71.80432803883338,14.0,61.84149793048387,63.0,7.0,6.050406365569373,78.37658727242116,45.94167942038505,1.0,1.0,-0.48367067122896246,1.974530308163498,0
153.19210079404496,4.0,41.898692045902706,64.0,0.0,36.65370992773539,59.423896493279415,2.1251573265586186,1.0,0.0,1.2809326406856885,-3.363594689474711,0
45.75906206995744,11.0,94.83657587275323,270.0,4.0,57.06352847200144,29.517935123173558,39.67092942130232,1.0,0.0,-1.4281785045375295,4.108104101837378,0
65.43660337299998,1.0,90.0457811333862,183.0,6.0,81.84703103659048,38.57495929822031,69.75521406059725,0.0,1.0,3.6601974466082643,-3.3471857114882595,0
29.91555527204137,9.0,56.97301641465883,242.0,2.0,100.0,39.32382777931305,51.97682850558042,1.0,1.0,-0.2679158358009024,-1.5537124450192594,0
217.7239123577146,9.0,35.0343826654976,257.0,1.0,75.08219669780338,38.76517605797915,36.41489123105251,1.0,1.0,1.2716150702335556,-4.798096227210301,0
15.078705634023152,2.0,52.52101898884897,2.0,5.0,26.268886747034944,51.15009745950028,57.75040470733888,3.0,2.0,-3.4526715206836682,4.943836219400226,0
130.04090511232684,1.0,58.57286992604911,61.0,1.0,0.0,56.51410969396657,28.720949055051268,2.0,2.0,0.9312161441668008,-1.999497430324014,0
149.0614042133817,0.0,63.25534863044582,108.0,2.0,15.079352049871481,43.160256680786254,47.06061449593362,1.0,0.0,-0.27846774777992267,-0.3393638625984906,0
190.64025090321456,2.0,51.13148716193598,117.0,2.0,15.955881326627079,43.01591222939564,39.90948134593515,1.0,0.0,0.5636587280523737,-1.5295114360064268,0
150.04868095808587,0.0,36.197379740359224,320.0,1.0,100.0,66.76303245158651,75.59087099440262,2.0,2.0,1.3773950426457957,-4.846128666747566,0
135.70056421520877,5.0,21.675554116277226,33.0,6.0,0.0,32.73852078902462,46.95415928166659,1.0,3.0,-0.5337858578721267,0.4472871639250158,0
170.05652554598225,7.0,87.56935080161632,331.0,2.0,94.36498207680854,51.395530115368565,76.54840593559302,0.0,2.0,2.2541865362956344,-6.474910668317025,0
48.576249515617555,4.0,58.84192519991243,70.0,1.0,45.746575020537335,22.00854728356211,1.0518627231661866,0.0,0.0,0.013154745368818221,-0.7954875642558479,0
159.02216307858606,3.0,69.90810683471481,130.0,0.0,64.17561957855702,41.62315403659746,7.795570650412461,1.0,0.0,0.45974861810774326,-1.2264732700123033,0
25.624036808258985,15.0,89.72471741686246,259.0,0.0,59.44550522244145,61.50967000749115,47.53289324240093,2.0,2.0,-2.0144276752644945,3.4516091770738764,0
107.40408657510888,11.0,25.695633832426168,97.0,3.0,26.793335298772337,38.14817314445547,46.18043394700997,4.0,1.0,-1.3987484826980858,1.8834692450449406,0
128.14298608696296,2.0,55.88732160890359,50.0,4.0,49.91171226321523,47.87381944670331,28.924248877053838,2.0,0.0,-0.8409836931518465,0.9241969574907837,0
99.81529778719005,12.0,34.179128105857245,72.0,0.0,66.56296032625312,47.11292149559079,6.630683554768359,0.0,0.0,-0.14100659286036255,-1.1431005160647756,0
146.73833270468955,4.0,45.40538157246861,148.0,3.0,43.16350136476274,86.70818656459602,21.889129470093376,1.0,1.0,0.30958974629144453,-1.752964252174312,0
16.135763800906112,5.0,57.320304322106125,96.0,3.0,68.09019849464303,5.373790821561876,27.14456758904469,0.0,0.0,-2.2440576688445617,4.081270240843928,0
42.39265352424642,11.0,51.97128919252897,161.0,3.0,42.71232371147233,0.304466778960105,23.837805592396357,0.0,0.0,-0.3256102851112782,1.9545340349888993,0
26.949413529484268,3.0,84.13825491981737,501.0,7.0,100.0,59.42496731104494,107.36757001527572,0.0,2.0,0.569974494887577,-5.030699704085084,0
19.495779093728117,1.0,75.87074438097318,282.0,5.0,52.55159915162564,46.65126670022701,31.075152048953175,2.0,0.0,2.7277640371295986,-2.1101211980429238,0
42.43291954514344,19.0,60.92766379073812,214.0,1.0,49.37878104123085,17.141981765200946,46.25891854144956,1.0,0.0,-2.1262764247223394,3.66354648412378,0
141.44373731072818,7.0,100.0,63.0,4.0,51.72023996869873,68.79351845356848,12.488253296398367,3.0,0.0,0.5685398913828992,-0.4597141124787556,0
23.02585936255981,1.0,60.77129406932589,135.0,1.0,100.0,75.34918560657692,34.45553504407754,2.0,1.0,-3.9534633864156374,5.649088703611454,0
16.88604953734961,2.0,56.24488546428998,79.0,1.0,40.50220201404255,29.098190334968297,32.66236790536578,2.0,1.0,-2.039938729590088,2.703222298296327,0
40.2545964374782,6.0,55.63610403743335,185.0,2.0,2.9653237648317514,36.182344582053325,44.21208778271078,1.0,1.0,-0.2988485593031882,1.3717261676343329,0
110.27753209478783,9.0,55.020141856588495,261.0,1.0,29.557763803604008,51.74896446199025,8.416404590078647,1.0,1.0,2.8672064636860166,-2.095404433288606,0
114.07030856334383,2.0,60.84299315500502,238.0,1.0,58.9214227037795,36.939829785792654,8.27093856058297,2.0,0.0,-0.11810014902993093,-2.248360847377658,0
61.45157914442456,15.0,23.657974414532337,190.0,7.0,67.38664511058579,18.22210097024965,62.25101066745774,1.0,0.0,3.4238200637700245,-3.5475616115505284,0
114.24041526673247,1.0,46.23268154759038,68.0,12.0,100.0,57.56193764009348,127.79606040286843,1.0,2.0,2.8922490348190157,-4.8377234175112775,0
17.673181162618313,5.0,74.14069447695519,295.0,3.0,76.85960524458108,17.27632901562361,36.70627607703302,1.0,0.0,-0.13767261650856155,-2.371148626002118,0
72.22532615955046,2.0,35.02669226746456,3.0,9.0,22.375605241530184,30.00153787366508,20.00234619198632,4.0,2.0,0.2312445117100792,1.6061057871465358,0
47.98054938141263,2.0,82.54841845710456,107.0,6.0,11.257347035036005,53.24713957184705,45.73395916306528,0.0,1.0,-0.7437541196607469,2.5762703341017152,0
151.5122910934176,9.0,40.92616046368204,52.0,1.0,66.09598214777672,21.012076214314146,20.01627998320802,1.0,1.0,1.2650581388300832,-2.793951891787788,0
107.58793013731666,4.0,73.51072476768181,18.0,3.0,0.2472264450382866,61.49202950608712,16.402021365965783,2.0,2.0,1.2894599361340502,-1.539805013397466,0
245.01667614335543,13.0,96.43976178468702,287.0,3.0,42.032428322117006,27.97306457669627,4.435136288640937,0.0,1.0,0.9773204165761152,-4.750017438655384,0
128.48013877604254,1.0,83.47214138209753,117.0,1.0,50.4384931876484,57.6185512495923,4.891920714791906,3.0,1.0,0.06983234423200235,-2.317811645097795,0
138.95482268651855,10.0,60.277180361115484,14.0,2.0,0.0,65.79805560833333,25.61369284463057,2.0,2.0,1.2033486511722953,-2.513359572869901,0
56.72760404007118,2.0,42.9974994976117,204.0,2.0,24.76593898241177,0.0,40.0398088696023,1.0,0.0,-0.49461966778921784,1.9326531385327372,0
29.29100750372167,14.0,10.023442335151785,68.0,6.0,59.91115520058649,9.5001373772267,28.53963241143162,0.0,1.0,-2.194166126087238,4.835306330225876,0
77.0992240302948,23.0,35.473498312767994,142.0,5.0,0.0,34.10636873760909,61.16773858404863,0.0,1.0,-0.18566163090495302,1.5014268548994834,0
38.10530757790186,6.0,49.0862984998154,28.0,5.0,39.767325686326345,21.980081330151712,31.666443099772096,1.0,2.0,-2.114704143436708,4.120761513815726,0
217.87316595419333,12.0,35.00630905973768,141.0,2.0,85.7553629694437,56.75789094285839,23.75408270429111,4.0,2.0,0.40872046841552667,-2.5993345964393315,0
20.179771173023205,13.0,65.33373334122506,324.0,6.0,100.0,32.56183676779068,96.09675520732806,1.0,1.0,1.3879091992226842,-4.796542628373238,0
64.4916950271743,7.0,35.12454851160557,196.0,2.0,29.786728265256574,84.28556381698777,50.203542310051425,0.0,0.0,-1.4179558784052801,2.5808643339896036,0
72.35419271808706,11.0,55.22615549055387,63.0,6.0,4.778778102393389,60.3175236970428,49.79571433809218,1.0,2.0,-1.4258637827171612,2.7710820364910114,0
51.44819801676479,5.0,55.59552337626725,253.0,1.0,45.75675803368848,37.09337526191045,37.52117391436751,0.0,0.0,-1.5511241630966448,4.117106056682414,0
47.49354554035041,2.0,72.84103859029099,109.0,3.0,0.0,6.723908645952704,65.47822430937403,3.0,1.0,-1.5586564892708354,2.491797813119734,0
30.4672234555271,7.0,66.6286922430118,217.0,5.0,12.607491108950711,25.511954380940608,51.42629348433352,2.0,1.0,-0.7657880491102934,3.2655664048110746,0
100.18399705328271,1.0,86.993381685257,95.0,7.0,0.0,45.441241726269624,51.56276962816156,1.0,1.0,-0.42721296252990515,1.797560642438558,0
27.8996939132823,2.0,61.084812463085555,305.0,3.0,76.93855807905742,41.48390827531803,37.05780974675773,3.0,0.0,-0.3949857103029182,-2.0788673070137755,0
144.83746218806326,10.0,39.25350681298051,62.0,0.0,1.0861645990319815,77.55296419779104,25.545254532514026,1.0,1.0,1.402036852675371,-3.868207500667039,0
35.275770870139155,4.0,53.81739812692442,209.0,0.0,39.07027747676071,100.0,55.31611814606526,1.0,0.0,-2.7322940680389216,3.721519670758665,0
88.1719180303748,16.0,4.382959414067088,82.0,4.0,22.07091329567089,19.314797339964322,35.0241344582571,0.0,1.0,0.6724435518593411,-0.19948455195905035,0
57.29518324446615,17.0,54.25824213764454,296.0,1.0,2.9063694177908275,31.296179468948598,67.08283358189088,0.0,0.0,-1.9711381319120795,4.50649685977219,0
29.12036470856392,9.0,43.366132394458354,257.0,3.0,24.272683692772134,50.52138749972725,55.42302409066577,1.0,1.0,-1.9528957154858455,4.557894385853684,0
135.33985235921347,2.0,75.99744456894314,33.0,7.0,18.532342056283134,56.353042965623175,23.34666676780949,2.0,2.0,0.19922457241141256,0.05255283529272276,0
71.96265913794667,4.0,40.16597137654218,286.0,2.0,100.0,12.03256749813444,63.0334032672691,0.0,2.0,-0.5300487982692152,-1.9124052246255074,0
67.76970268508796,1.0,53.87829159510892,248.0,7.0,78.40236018170215,59.36964333584568,82.02078598104917,1.0,1.0,2.5870398580098795,-6.567115326716985,0
10.277133195209878,10.0,62.26166473951762,59.0,4.0,32.54773642176788,42.95942248568337,56.488067007111205,2.0,1.0,-2.980504895628742,4.438709168510956,0
106.45326220520808,9.0,55.22133694555454,206.0,1.0,0.0,43.55103921634914,45.19639877815245,1.0,0.0,0.5224085874210265,-0.19549370029283938,0
157.7423266139222,2.0,34.61607723118963,20.0,2.0,9.741728243660397,95.28456917432106,44.12656683284369,2.0,2.0,-1.119417321235663,-0.1357753031296218,0
99.98861726944195,12.0,65.71666317909786,0.0,8.0,0.0,24.0478146370192,47.26882550301935,1.0,2.0,-0.35669752309647573,1.4928211238653093,0
113.58754911525587,6.0,29.022611639105158,99.0,6.0,0.0,49.98720016379462,31.41664808699887,2.0,1.0,1.6483111117890017,-0.7714458076534063,0
25.039798038302266,18.0,84.41582922653862,89.0,3.0,39.075813743650905,75.11097808635634,8.160961873986972,1.0,0.0,0.2037126590966557,-1.6523954120713897,0
151.73143294739293,8.0,41.8893713661169,119.0,11.0,47.444066835605845,53.003177866127956,77.46147226844175,1.0,0.0,3.2517323561416887,-5.828590837468091,0
85.45581769145025,6.0,79.59157085350769,129.0,1.0,84.09783403854422,34.73232560093604,41.18724963066848,0.0,0.0,1.2566537402482074,-2.9244932791384293,0
54.13310988870383,3.0,0.0,157.0,4.0,3.5133165030619082,63.79414858297775,54.33889575962625,0.0,1.0,-0.930031403063131,2.3145723039523642,0
14.236870838672774,7.0,9.689224647596156,110.0,5.0,100.0,29.157921051507707,96.19805884984939,3.0,2.0,1.2410729657914013,-2.494768176673537,0
88.8262240606103,1.0,61.95901011010795,2.0,4.0,56.196515590855356,80.41159785148022,40.92170921634905,1.0,1.0,-3.0490766669739875,3.4682420693010316,0
53.29527241809449,6.0,36.54103950402973,96.0,3.0,99.00440493637183,36.073152953092674,0.19083361687491285,5.0,0.0,-2.642441522865445,3.4106430080944294,0
115.60398362050343,8.0,35.585577274650916,75.0,3.0,3.245918205453762,100.0,45.98296030830448,0.0,1.0,-0.3466725793638177,0.2613916853457755,0
35.021247594451935,2.0,47.33654312071507,209.0,2.0,75.01013497940966,41.84527211433289,42.47062872734742,4.0,1.0,0.49768997747477517,-2.362657157033548,0
54.93089386537947,2.0,46.44657520012408,138.0,1.0,70.22487060907932,10.730595803932005,22.61468643914157,2.0,0.0,0.302743174640388,-1.7304645232152907,0
28.120633263857222,9.0,50.526454016949465,84.0,7.0,100.0,0.0,106.90642092023872,3.0,2.0,1.6044077047279075,-2.925236345483206,0
